symbol,name,reportDate,fiscalDateEnding,estimate,currency
LECO,Lincoln Electric Holdings Inc,2023-07-26,2023-06-30,2.3,USD
LEDS,Semileds Corp,2023-07-10,2023-05-31,,USD
LEE,Lee Enterprises Inc,2023-08-02,2023-06-30,0.93,USD
LEFUF,LEFUF,2023-08-08,2023-06-30,,CAD
LEG,Leggett & Platt Inc,2023-07-31,2023-06-30,0.39,USD
LEGH,Legacy Housing Corp,2023-09-21,2023-06-30,0.62,USD
LEGN,Legend Biotech Corp,2023-08-14,2023-06-30,-0.3509,USD
LEJU,Leju Holdings Ltd,2023-08-24,2023-06-30,0,USD
LEN,Lennar Corp - Class A,2023-09-19,2023-08-31,3.44,USD
LEN-B,Lennar Corp - Class B,2023-09-19,2023-08-31,3.36,USD
LENTY,LENTY,2023-07-28,2023-06-30,,USD
LEO,BNY Mellon Strategic Municipals Inc,2023-07-13,2023-06-30,,USD
LESL,Leslies Inc,2023-08-03,2023-06-30,0.69,USD
LEU,Centrus Energy Corp - Class A,2023-08-02,2023-06-30,0.27,USD
LEV,Lion Electric Co (The),2023-08-03,2023-06-30,-0.11,USD
LEVI,Levi Strauss & Co. Cls A,2023-07-05,2023-05-31,0.03,USD
LEXX,Lexaria Bioscience Corp,2023-07-12,2023-05-31,-0.28,USD
LFLY,Leafly Holdings Inc,2023-08-09,2023-06-30,-0.09,USD
LFMD,LifeMD Inc,2023-08-09,2023-06-30,-0.1,USD
LFST,LifeStance Health Group Inc,2023-08-09,2023-06-30,-0.0759,USD
LFSWF,LFSWF,2023-07-26,2023-05-31,,CAD
LFT,Lument Finance Trust Inc,2023-08-07,2023-06-30,0.07,USD
LFUS,Littelfuse Inc,2023-07-31,2023-06-30,3.34,USD
LFVN,Lifevantage Corporation,2023-08-21,2023-06-30,0.2,USD
LGDTF,LGDTF,2023-08-10,2023-06-30,,USD
LGF-A,Lions Gate Entertainment Corp - Class A,2023-08-02,2023-06-30,,USD
LGF-B,Lions Gate Entertainment Corp - Class B,2023-08-03,2023-06-30,-0.1985,USD
LGFA,LGFA,2023-08-03,2023-06-30,-0.1985,USD
LGGNY,LGGNY,2023-08-15,2023-06-30,0,GBP
LGIH,LGI Homes Inc,2023-07-31,2023-06-30,1.73,USD
LGIQ,LGIQ,2023-08-09,2023-06-30,,USD
LGL,LGL Group Inc,2023-08-07,2023-06-30,0.06,USD
LGMK,LogicMark Inc,2023-08-09,2023-06-30,,USD
LGND,Ligand Pharmaceuticals Inc - Class B,2023-08-07,2023-06-30,0.55,USD
LGO,Largo Inc,2023-08-08,2023-06-30,-0.1,USD
LGRDY,LGRDY,2023-07-31,2023-06-30,0.2497,EUR
LGVN,Longeveron Inc - Class A,2023-08-11,2023-06-30,-0.2467,USD
LH,Laboratory Corp Of America Holdings,2023-07-26,2023-06-30,4.22,USD
LHC,Leo Holdings Corp II - Class A,2023-08-09,2023-06-30,,USD
LHCG,LHCG,2023-08-01,2023-06-30,,USD
LHDX,LHDX,2023-08-14,2023-06-30,-0.87,USD
LHDXQ,LHDXQ,2023-08-14,2023-06-30,-0.87,USD
LHX,L3Harris Technologies Inc,2023-07-26,2023-06-30,2.93,USD
LI,Li Auto Inc,2023-08-14,2023-06-30,0.11,CNY
LIAN,LianBio,2023-08-10,2023-06-30,-0.315,USD
LICT,LICT,2023-06-23,2023-03-31,,USD
LICT,LICT,2023-08-14,2023-06-30,,USD
LICY,Li-Cycle Holdings Corp - Class A,2023-09-11,2023-07-31,-0.17,USD
LIDR,AEye Inc - Class A,2023-08-14,2023-06-30,-0.09,USD
LIFE,Atyr Pharma Inc,2023-08-14,2023-06-30,-0.26,USD
LIFW,MSP Recovery Inc - Class A,2023-08-10,2023-06-30,1.84,USD
LIFZF,LIFZF,2023-08-02,2023-06-30,,CAD
LII,Lennox International Inc,2023-07-26,2023-06-30,5.17,USD
LILA,Liberty Latin America Ltd - Class A,2023-08-01,2023-06-30,0.02,USD
LILAK,Liberty Latin America Ltd - Class C,2023-08-02,2023-06-30,0.1033,USD
LIMAF,LIMAF,2023-08-08,2023-06-30,1.75,CAD
LIN,Linde Plc.,2023-07-28,2023-06-30,3.48,USD
LINC,Lincoln Educational Services Corp,2023-08-07,2023-06-30,-0.01,USD
LIND,Lindblad Expeditions Holdings Inc,2023-07-31,2023-06-30,-0.32,USD
LINK,Interlink Electronics,2023-08-09,2023-06-30,-0.04,USD
LIQDQ,LIQDQ,2023-08-03,2023-06-30,0,USD
LIQT,LiqTech International Inc,2023-08-09,2023-06-30,-0.24,USD
LITB,LightInTheBox Holding Co Ltd,2023-09-04,2023-06-30,,USD
LITE,Lumentum Holdings Inc,2023-08-14,2023-06-30,0.56,USD
LIVC,LIVC,2023-08-14,2023-06-30,,USD
LIVE,Live Ventures Inc,2023-08-09,2023-06-30,1.15,USD
LIVN,LivaNova PLC,2023-07-26,2023-06-30,0.54,USD
LIXT,Lixte Biotechnology Holdings Inc,2023-08-08,2023-06-30,,USD
LIZI,Lizhi Inc,2023-08-08,2023-06-30,,CNY
LKFN,Lakeland Financial Corp,2023-07-24,2023-06-30,0.93,USD
LKNCY,LKNCY,2023-08-07,2023-06-30,,CNY
LKQ,LKQ Corp,2023-07-27,2023-06-30,1.07,USD
LL,LL Flooring Holdings Inc,2023-08-01,2023-06-30,-0.41,USD
LLAP,Terran Orbital Corp - Class A,2023-08-08,2023-06-30,-0.2025,USD
LLESY,LLESY,2023-08-14,2023-06-30,0.2329,AUD
LLY,Lilly(Eli) & Company,2023-08-08,2023-06-30,2,USD
LMAT,Lemaitre Vascular Inc,2023-07-26,2023-06-30,0.32,USD
LMB,Limbach Holdings Inc,2023-08-07,2023-06-30,0.15,USD
LMDX,LumiraDx Ltd,2023-08-17,2023-06-30,-0.135,USD
LMFA,LM Funding America Inc,2023-08-15,2023-06-30,-0.43,USD
LMND,Lemonade Inc,2023-08-07,2023-06-30,-0.99,USD
LMNL,Liminal Biosciences Inc,2023-08-07,2023-06-30,,CAD
LMNR,Limoneira Company,2023-08-23,2023-07-31,0.24,USD
LMPX,LMPX,2023-08-07,2023-06-30,,USD
LMRXF,LMRXF,2023-08-14,2023-06-30,,USD
LMSBF,LMSBF,2023-08-28,2023-06-30,,USD
LMST,LMST,2023-07-18,2023-06-30,0.59,USD
LMT,Lockheed Martin Corp,2023-07-17,2023-06-30,6.42,USD
LNC,Lincoln National Corp,2023-08-01,2023-06-30,1.8,USD
LNDC,LNDC,2023-08-08,2023-05-31,,USD
LNDNF,LNDNF,2023-08-09,2023-06-30,-0.0108,USD
LNDZF,LNDZF,2023-07-12,2023-05-31,,USD
LNG,Cheniere Energy Inc,2023-08-02,2023-06-30,2.88,USD
LNKB,Linkbancorp Inc,2023-07-31,2023-06-30,0.0933,USD
LNN,Lindsay Corporation,2023-06-29,2023-05-31,2.15,USD
LNSR,LENSAR Inc,2023-08-07,2023-06-30,-0.36,USD
LNSTY,LNSTY,2023-08-03,2023-06-30,0.5137,GBP
LNT,Alliant Energy Corp,2023-08-02,2023-06-30,0.55,USD
LNTH,Lantheus Holdings Inc,2023-08-02,2023-06-30,1.31,USD
LNTQF,LNTQF,2023-07-20,2023-06-30,,CHF
LNVGF,LNVGF,2023-08-17,2023-06-30,0.0248,USD
LNVGY,LNVGY,2023-08-17,2023-06-30,0.4958,USD
LNW,Light & Wonder Inc,2023-08-07,2023-06-30,0.3,USD
LOAN,Manhattan Bridge Capital Inc,2023-07-20,2023-06-30,0.11,USD
LOB,Live Oak Bancshares Inc,2023-07-25,2023-06-30,0.32,USD
LOBEF,LOBEF,2023-07-18,2023-05-31,,CAD
LOCL,Local Bounti Corp - Class A,2023-08-07,2023-06-30,-2.71,USD
LOCMQ,LOCMQ,2023-08-16,2023-06-30,0,USD
LOCO,El Pollo Loco Holdings Inc,2023-08-02,2023-06-30,0.21,USD
LODE,Comstock Inc,2023-08-07,2023-06-30,-0.02,USD
LOGI,Logitech International S.A.,2023-07-24,2023-06-30,0.4425,USD
LOGN,LOGN,2023-07-11,2023-06-30,,USD
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,2023-08-10,2023-06-30,0.0043,ARS
LOOP,Loop Industries Inc,2023-07-11,2023-05-31,-0.11,USD
LOPE,Grand Canyon Education Inc,2023-08-02,2023-06-30,0.89,USD
LOTZ,LOTZ,2023-08-07,2023-06-30,,USD
LOV,Spark Networks SE,2023-08-07,2023-06-30,,USD
LOVE,Lovesac Company,2023-09-06,2023-07-31,-0.14,USD
LOVFD,LOVFD,2023-07-25,2023-05-31,,CAD
LOVFF,LOVFF,2023-07-25,2023-05-31,,USD
LOW,Lowe`s Cos. Inc,2023-08-22,2023-07-31,4.49,USD
LOWLF,LOWLF,2023-08-07,2023-06-30,,USD
LPCN,Lipocine Inc,2023-08-07,2023-06-30,-0.64,USD
LPG,Dorian LPG Ltd,2023-08-01,2023-06-30,1.65,USD
LPI,LPI,2023-08-01,2023-06-30,5.41,USD
LPKGF,LPKGF,2023-08-08,2023-06-30,,CAD
LPL,LG Display Co Ltd,2023-07-26,2023-06-30,-0.6765,KRW
LPLA,LPL Financial Holdings Inc,2023-07-31,2023-06-30,4.03,USD
LPRO,Open Lending Corp,2023-08-02,2023-06-30,0.09,USD
LPSIF,LPSIF,2023-08-23,2023-06-30,,CAD
LPSN,Liveperson Inc,2023-08-07,2023-06-30,-0.38,USD
LPTH,Lightpath Technologies Inc - Class A,2023-09-12,2023-06-30,-0.01,USD
LPTV,Loop Media Inc,2023-08-30,2023-06-30,-0.14,USD
LPTX,Leap Therapeutics Inc,2023-08-10,2023-06-30,-0.09,USD
LPX,Louisiana-Pacific Corp,2023-08-07,2023-06-30,0.63,USD
LQDA,Liquidia Corp,2023-08-09,2023-06-30,-0.1614,USD
LQDT,Liquidity Services Inc,2023-08-02,2023-06-30,0.25,USD
LQMT,LQMT,2023-08-09,2023-06-30,,USD
LRCDF,LRCDF,2023-08-29,2023-07-31,,USD
LRCX,Lam Research Corp,2023-07-25,2023-06-30,5.07,USD
LRFC,Logan Ridge Finance Corporation,2023-08-07,2023-06-30,0.23,USD
LRLCY,LRLCY,2023-07-27,2023-06-30,0,EUR
LRMR,Larimar Therapeutics Inc,2023-08-09,2023-06-30,-0.19,USD
LRN,Stride Inc,2023-08-07,2023-06-30,0.87,USD
LRTNF,LRTNF,2023-08-14,2023-06-30,,USD
LSAK,Lesaka Technologies Inc,2023-09-13,2023-06-30,-0.07,USD
LSBK,Lake Shore Bancorp,2023-07-18,2023-06-30,,USD
LSCC,Lattice Semiconductor Corp,2023-07-31,2023-06-30,0.51,USD
LSDAF,LSDAF,2023-08-10,2023-06-30,,CAD
LSDI,Lucy Scientific Discovery Inc,2023-08-30,2023-06-30,-0.19,USD
LSEA,Landsea Homes Corporation - Class A,2023-08-02,2023-06-30,0.13,USD
LSF,Laird Superfood Inc,2023-08-08,2023-06-30,-0.43,USD
LSI,Life Storage Inc,2023-08-01,2023-06-30,1.14,USD
LSPD,Lightspeed Commerce Inc (Sub Voting),2023-08-02,2023-06-30,-0.03,USD
LSTA,Lisata Therapeutics Inc,2023-08-02,2023-06-30,-0.7,USD
LSTR,Landstar System Inc,2023-07-26,2023-06-30,1.89,USD
LSXMA,Liberty Media Corp (Tracking Stock - SiriusXM) Series A,2023-08-04,2023-06-30,0.8652,USD
LSXMK,Liberty Media Corp (Tracking Stock - SiriusXM) Series C,2023-08-04,2023-06-30,0.9175,USD
LTBR,Lightbridge Corp,2023-07-25,2023-06-30,,USD
LTC,LTC Properties Inc,2023-07-26,2023-06-30,0.42,USD
LTCCF,LTCCF,2023-08-28,2023-06-30,,CAD
LTCH,Latch Inc,2023-08-11,2023-06-30,-0.35,USD
LTH,Life Time Group Holdings Inc,2023-08-15,2023-06-30,0.1,USD
LTHM,Livent Corp,2023-07-31,2023-06-30,0.47,USD
LTKBF,LTKBF,2023-08-02,2023-06-30,,CAD
LTRE,LTRE,2023-08-09,2023-06-30,0,USD
LTRN,Lantern Pharma Inc,2023-08-07,2023-06-30,-0.43,USD
LTRPA,Liberty TripAdvisor Holdings Inc - Series A,2023-08-02,2023-06-30,,USD
LTRX,Lantronix Inc,2023-08-23,2023-06-30,0.06,USD
LTRY,Lottery.com Inc,2023-08-30,2023-06-30,0,USD
LTTC,LTTC,2023-08-21,2023-06-30,0,USD
LU,Lufax Holding Ltd,2023-08-02,2023-06-30,0.05,USD
LUCD,Lucid Diagnostics Inc,2023-08-14,2023-06-30,-0.28,USD
LUCMF,LUCMF,2023-08-28,2023-06-30,,CAD
LUCRF,LUCRF,2023-08-08,2023-06-30,,USD
LUGDF,LUGDF,2023-08-07,2023-06-30,0.215,USD
LULU,Lululemon Athletica Inc,2023-08-30,2023-07-31,2.53,USD
LUMN,Lumen Technologies Inc,2023-08-01,2023-06-30,-0.43,USD
LUMO,Lumos Pharma Inc,2023-08-07,2023-06-30,-1.09,USD
LUNA,Luna Innovations Inc,2023-08-09,2023-06-30,0.05,USD
LUNG,Pulmonx Corp,2023-07-31,2023-06-30,-0.44,USD
LUNMF,LUNMF,2023-07-25,2023-06-30,0.12,USD
LUV,Southwest Airlines Company,2023-07-27,2023-06-30,1.05,USD
LVLU,Lulus Fashion Lounge Holdings Inc,2023-08-15,2023-07-31,0.0663,USD
LVMUY,LVMUY,2023-07-26,2023-06-30,3.32,EUR
LVO,LiveOne Inc,2023-06-27,2023-03-31,-0.03,USD
LVO,LiveOne Inc,2023-08-09,2023-06-30,-0.04,USD
LVOX,LiveVox Holdings Inc - Class A,2023-08-07,2023-06-30,-0.02,USD
LVS,Las Vegas Sands Corp,2023-07-18,2023-06-30,0.44,USD
LVTX,LAVA Therapeutics NV,2023-09-11,2023-06-30,-0.47,USD
LVVV,LVVV,2023-08-14,2023-06-30,,USD
LVWD,LVWD,2023-08-16,2023-06-30,0,USD
LW,Lamb Weston Holdings Inc,2023-07-25,2023-05-31,1.05,USD
LWLG,Lightwave Logic Inc,2023-08-08,2023-06-30,,USD
LWLW,LWLW,2023-08-14,2023-06-30,0,USD
LWSCF,LWSCF,2023-08-09,2023-06-30,,CAD
LX,LexinFintech Holdings Ltd,2023-08-14,2023-06-30,,CNY
LXFR,Luxfer Holdings PLC,2023-07-24,2023-06-30,0.27,USD
LXP,LXP Industrial Trust,2023-08-02,2023-06-30,-0.01,USD
LXRX,Lexicon Pharmaceuticals Inc,2023-07-31,2023-06-30,-0.18,USD
LXU,LSB Industries Inc,2023-07-25,2023-06-30,0.27,USD
LXXGF,LXXGF,2023-08-02,2023-05-31,0,USD
LXXGQ,LXXGQ,2023-08-02,2023-05-31,0,USD
LYB,LyondellBasell Industries NV - Class A,2023-07-27,2023-06-30,2.53,USD
LYEL,Lyell Immunopharma Inc,2023-08-10,2023-06-30,-0.2525,USD
LYFT,Lyft Inc Cls A,2023-08-02,2023-06-30,-0.01,USD
LYG,Lloyds Banking Group plc,2023-07-26,2023-06-30,0.0897,GBP
LYLT,LYLT,2023-08-11,2023-06-30,0.12,USD
LYLTQ,LYLTQ,2023-08-11,2023-06-30,0.12,USD
LYRA,Lyra Therapeutics Inc,2023-08-07,2023-06-30,-0.42,USD
LYTS,LSI Industries Inc,2023-08-16,2023-06-30,0.18,USD
LYV,Live Nation Entertainment Inc,2023-08-02,2023-06-30,0.64,USD
LZ,LegalZoom.com Inc,2023-08-09,2023-06-30,0.1,USD
LZAGY,LZAGY,2023-07-26,2023-06-30,0.904,CHF
LZB,La-Z-Boy Inc,2023-08-21,2023-07-31,0.57,USD
M,Macy`s Inc,2023-08-21,2023-05-31,,USD
M,Macy`s Inc,2023-08-21,2023-07-31,0.13,USD
MA,Mastercard Incorporated - Class A,2023-07-26,2023-06-30,2.99,USD
MAA,Mid-America Apartment Communities Inc,2023-07-25,2023-06-30,1.1,USD
MAC,Macerich Company,2023-07-26,2023-06-30,-0.09,USD
MACE,MACE,2023-07-31,2023-06-30,,USD
MACK,Merrimack Pharmaceuticals Inc,2023-08-02,2023-06-30,,USD
MAG,MAG Silver Corp,2023-08-14,2023-06-30,0.21,USD
MAIA,MAIA Biotechnology Inc,2023-08-21,2023-06-30,-0.385,USD
MAIN,Main Street Capital Corporation,2023-08-02,2023-06-30,1.03,USD
MAKOD,MAKOD,2023-08-14,2023-06-30,,USD
MAKOF,MAKOF,2023-08-14,2023-06-30,,USD
MAKSY,MAKSY,2023-08-30,2023-06-30,0,GBP
MALJF,MALJF,2023-08-07,2023-06-30,,CAD
MAMTF,MAMTF,2023-08-07,2023-06-30,,CAD
MAN,ManpowerGroup,2023-07-17,2023-06-30,1.62,USD
MANH,Manhattan Associates Inc,2023-07-24,2023-06-30,0.72,USD
MANU,Manchester United Plc. - Class A,2023-06-26,2023-03-31,-0.05,GBP
MANU,Manchester United Plc. - Class A,2023-09-20,2023-06-30,-0.11,GBP
MAPS,WM Technology Inc - Class A,2023-08-09,2023-06-30,-0.034,USD
MAR,Marriott International Inc - Class A,2023-07-31,2023-06-30,2.16,USD
MARA,Marathon Digital Holdings Inc,2023-08-07,2023-06-30,0.01,USD
MARK,Remark Holdings Inc,2023-08-14,2023-06-30,,USD
MARUY,MARUY,2023-08-04,2023-06-30,4.45,JPY
MAS,Masco Corp,2023-07-26,2023-06-30,0.95,USD
MASI,Masimo Corp,2023-08-07,2023-06-30,0.95,USD
MASS,908 Devices Inc,2023-08-07,2023-06-30,-0.35,USD
MAT,Mattel Inc,2023-07-19,2023-06-30,-0.02,USD
MATV,Mativ Holdings Inc,2023-08-07,2023-06-30,0.51,USD
MATW,Matthews International Corp - Class A,2023-07-26,2023-06-30,0.63,USD
MATX,Matson Inc,2023-07-31,2023-06-30,1.22,USD
MAURY,MAURY,2023-08-04,2023-06-30,0,JPY
MAUSY,MAUSY,2023-07-27,2023-06-30,0,USD
MAVBF,MAVBF,2023-08-09,2023-06-30,,USD
MAX,MediaAlpha Inc - Class A,2023-08-02,2023-06-30,-0.26,USD
MAXD,MAXD,2023-08-29,2023-06-30,,USD
MAXN,Maxeon Solar Technologies Ltd,2023-08-08,2023-06-30,-0.15,USD
MAXR,Maxar Technologies Inc,2023-08-07,2023-06-30,0.2,USD
MAYS,J.W. Mays Inc,2023-06-28,2023-04-30,0,USD
MBAIF,MBAIF,2023-07-12,2023-05-31,,CAD
MBC,MasterBrand Inc,2023-08-30,2023-06-30,0.31,USD
MBCN,Middlefield Banc Corp,2023-07-17,2023-06-30,0.57,USD
MBGAF,MBGAF,2023-07-27,2023-06-30,3.17,EUR
MBI,MBIA Inc,2023-08-02,2023-06-30,-0.16,USD
MBIN,Merchants Bancorp,2023-07-26,2023-06-30,1.23,USD
MBIO,Mustang Bio Inc,2023-08-09,2023-06-30,-1.81,USD
MBLU,MBLU,2023-07-27,2023-06-30,,USD
MBLY,Mobileye Global Inc - Class A,2023-08-30,2023-06-30,0.13,USD
MBOT,Microbot Medical Inc,2023-08-14,2023-06-30,-0.31,USD
MBRX,Moleculin Biotech Inc,2023-08-10,2023-06-30,-0.27,USD
MBUU,Malibu Boats Inc - Class A,2023-08-23,2023-06-30,2.3,USD
MBVA,MBVA,2023-08-23,2023-06-30,0,USD
MBWM,Mercantile Bank Corp,2023-07-17,2023-06-30,1.12,USD
MBXBF,MBXBF,2023-08-09,2023-06-30,,CAD
MC,Moelis & Co - Class A,2023-07-25,2023-06-30,0.04,USD
MCB,Metropolitan Bank Holding Corp,2023-07-19,2023-06-30,1.72,USD
MCBC,Macatawa Bank Corp,2023-07-26,2023-06-30,0.33,USD
MCBI,MCBI,2023-07-24,2023-06-30,0.27,USD
MCBK,MCBK,2023-07-23,2023-06-30,,USD
MCBS,MetroCity Bankshares Inc,2023-07-20,2023-06-30,0.5,USD
MCCRF,MCCRF,2023-08-03,2023-06-30,,CAD
MCD,McDonald`s Corp,2023-07-24,2023-06-30,2.76,USD
MCEM,MCEM,2023-08-09,2023-06-30,,USD
MCET,MCET,2023-07-14,2023-05-31,0,USD
MCFT,MasterCraft Boat Holdings Inc,2023-09-06,2023-06-30,1.07,USD
MCG,MCG,2023-08-24,2023-06-30,-0.1067,USD
MCHP,Microchip Technology Inc,2023-07-31,2023-06-30,1.64,USD
MCHX,Marchex Inc - Class B,2023-08-07,2023-06-30,-0.06,USD
MCIOF,MCIOF,2023-08-14,2023-06-30,,CAD
MCK,Mckesson Corporation,2023-08-01,2023-06-30,5.89,USD
MCLD,mCloud Technologies Corp,2023-08-14,2023-06-30,-0.5235,CAD
MCO,Moody`s Corp,2023-07-24,2023-06-30,2.17,USD
MCOM,Micromobility.com Inc - Class A,2023-08-14,2023-06-30,,USD
MCRB,Seres Therapeutics Inc,2023-08-01,2023-06-30,0.52,USD
MCREF,MCREF,2023-07-31,2023-06-30,,CAD
MCRI,Monarch Casino & Resort Inc,2023-07-18,2023-06-30,1.17,USD
MCS,Marcus Corp,2023-08-01,2023-06-30,0.28,USD
MCUJF,MCUJF,2023-08-22,2023-06-30,,CAD
MCURF,MCURF,2023-09-11,2023-08-31,,USD
MCW,Mister Car Wash Inc,2023-08-07,2023-06-30,0.09,USD
MCY,Mercury General Corp,2023-07-31,2023-06-30,-0.41,USD
MD,Pediatrix Medical Group Inc,2023-08-02,2023-06-30,0.4,USD
MDALF,MDALF,2023-08-10,2023-06-30,,CAD
MDB,MongoDB Inc - Class A,2023-08-29,2023-07-31,0.46,USD
MDC,M.D.C. Holdings Inc,2023-07-26,2023-06-30,0.74,USD
MDGL,Madrigal Pharmaceuticals Inc,2023-08-02,2023-06-30,-4.58,USD
MDIT,MDIT,2023-08-15,2023-06-30,0,USD
MDLM,MDLM,2023-08-14,2023-06-30,0,USD
MDLZ,Mondelez International Inc - Class A,2023-07-24,2023-06-30,0.69,USD
MDNA,Medicenna Therapeutics Corp,2023-08-14,2023-06-30,-0.0571,CAD
MDPCF,MDPCF,2023-07-13,2023-05-31,,CAD
MDRR,Medalist Diversified REIT Inc,2023-08-07,2023-06-30,,USD
MDRX,Veradigm Inc,2023-08-02,2023-06-30,0.2042,USD
MDSQF,MDSQF,2023-08-28,2023-06-30,,CAD
MDT,Medtronic Plc,2023-08-21,2023-07-31,1.11,USD
MDU,MDU Resources Group Inc,2023-08-02,2023-06-30,0.46,USD
MDV,Modiv Inc - Class C,2023-08-10,2023-06-30,-0.02,USD
MDVL,MedAvail Holdings Inc,2023-08-10,2023-06-30,-0.04,USD
MDWD,MediWound Ltd,2023-08-07,2023-06-30,-0.4,USD
MDWT,Midwest Hldg Inc,2023-08-10,2023-06-30,0.33,USD
MDXG,Mimedx Group Inc,2023-07-31,2023-06-30,-0.02,USD
MDXH,MDxHealth SA,2023-08-23,2023-06-30,-0.3388,USD
MDXHF,MDXHF,2023-08-28,2023-06-30,,CAD
ME,23andMe Holding Co - Class A,2023-08-08,2023-06-30,-0.1264,USD
MEC,Mayville Engineering Company Inc,2023-07-31,2023-06-30,0.16,USD
MECVF,MECVF,2023-06-27,2023-03-31,,USD
MECVF,MECVF,2023-08-09,2023-06-30,,USD
MED,Medifast Inc,2023-08-01,2023-06-30,1.44,USD
MEDP,Medpace Holdings Inc,2023-07-24,2023-06-30,1.9,USD
MEDS,Trxade Health Inc,2023-07-24,2023-06-30,-0.05,USD
MEDVD,MEDVD,2023-08-14,2023-06-30,,USD
MEDVF,MEDVF,2023-08-14,2023-06-30,,CAD
MEEC,MEEC,2023-08-15,2023-06-30,0.01,USD
MEG,Montrose Environmental Group Inc,2023-08-07,2023-06-30,-0.29,USD
MEGEF,MEGEF,2023-07-27,2023-06-30,,CAD
MEIP,MEI Pharma Inc,2023-09-06,2023-06-30,-2.41,USD
MELI,MercadoLibre Inc,2023-08-01,2023-06-30,4.52,USD
MENEF,MENEF,2023-08-24,2023-06-30,,CAD
MENXF,MENXF,2023-08-22,2023-06-30,,CAD
MEOBF,MEOBF,2023-08-29,2023-06-30,-0.0369,USD
MEOH,Methanex Corp,2023-07-25,2023-06-30,0.69,USD
MEQYF,MEQYF,2023-07-24,2023-06-30,,USD
MERC,Mercer International Inc,2023-08-03,2023-06-30,0.2288,USD
MERR,MERR,2023-08-11,2023-06-30,0,USD
MESA,Mesa Air Group Inc,2023-08-07,2023-06-30,-0.32,USD
MESO,Mesoblast Ltd,2023-08-29,2023-06-30,-0.1844,USD
MET,Metlife Inc,2023-08-01,2023-06-30,2.04,USD
META,Meta Platforms Inc - Class A,2023-07-25,2023-06-30,2.89,USD
METC,Ramaco Resources Inc - Class A,2023-08-07,2023-06-30,0.57,USD
METX,Meten Holding Group Ltd,2023-08-16,2023-06-30,0,CNY
MFA,MFA Financial Inc,2023-08-02,2023-06-30,0.44,USD
MFC,Manulife Financial Corp,2023-08-09,2023-06-30,0.61,USD
MFCO,MFCO,2023-08-10,2023-06-30,0,USD
MFCSF,MFCSF,2023-08-09,2023-06-30,0.18,USD
MFG,Mizuho Financial Group Inc,2023-08-03,2023-06-30,0.0983,JPY
MFIC,MidCap Financial Investment Corporation,2023-07-31,2023-06-30,0.43,USD
MFIN,Medallion Financial Corp,2023-07-25,2023-06-30,0.36,USD
MFON,MFON,2023-08-14,2023-06-30,,USD
MG,Mistras Group Inc,2023-08-01,2023-06-30,0.2,USD
MGA,Magna International Inc,2023-07-27,2023-06-30,1.19,USD
MGAM,Mobile Global Esports Inc,2023-08-30,2023-06-30,-0.08,USD
MGDDY,MGDDY,2023-07-26,2023-06-30,0,EUR
MGDPF,MGDPF,2023-08-10,2023-06-30,,CAD
MGEE,MGE Energy Inc,2023-08-02,2023-07-31,0.67,USD
MGI,Moneygram International Inc,2023-08-03,2023-06-30,0.13,USD
MGIC,Magic Software Enterprises Ltd,2023-08-09,2023-06-30,0.28,USD
MGM,MGM Resorts International,2023-08-01,2023-06-30,0.53,USD
MGMLF,MGMLF,2023-08-08,2023-06-30,,CAD
MGNI,Magnite Inc,2023-08-07,2023-06-30,0.03,USD
MGNX,Macrogenics Inc,2023-08-07,2023-06-30,-0.55,USD
MGPI,MGP Ingredients Inc,2023-08-02,2023-06-30,1.25,USD
MGRC,McGrath Rentcorp,2023-07-26,2023-06-30,1.06,USD
MGRUF,MGRUF,2023-07-25,2023-06-30,,CAD
MGTA,Magenta Therapeutics Inc,2023-08-02,2023-06-30,-0.19,USD
MGTI,MGTI,2023-08-14,2023-06-30,0,USD
MGTX,MeiraGTx Holdings plc,2023-08-09,2023-06-30,-0.59,USD
MGWFF,MGWFF,2023-08-26,2023-06-30,,CAD
MGY,Magnolia Oil & Gas Corp - Class A,2023-07-31,2023-06-30,0.54,USD
MGYOY,MGYOY,2023-08-04,2023-06-30,0.0957,HUF
MGYR,Magyar Bancorp Inc,2023-07-24,2023-06-30,,USD
MHCUF,MHCUF,2023-08-08,2023-06-30,,USD
MHGU,MHGU,2023-07-13,2023-06-30,,USD
MHGVY,MHGVY,2023-08-23,2023-06-30,0.3937,EUR
MHH,Mastech Digital Inc,2023-08-01,2023-06-30,0.15,USD
MHIVF,MHIVF,2023-08-07,2023-06-30,,USD
MHK,Mohawk Industries Inc,2023-07-26,2023-06-30,2.64,USD
MHLD,Maiden Holdings Ltd,2023-08-07,2023-06-30,,USD
MHO,MI Homes Inc,2023-07-25,2023-06-30,2.45,USD
MHPC,MHPC,2023-08-16,2023-06-30,,USD
MHPSY,MHPSY,2023-09-01,2023-06-30,,USD
MHTX,MHTX,2023-08-30,2023-06-30,0,USD
MICCF,MICCF,2023-07-27,2023-06-30,0.3216,USD
MICR,MICR,2023-08-07,2023-06-30,,USD
MICS,Singing Machine Co. Inc,2023-06-29,2023-03-31,0,USD
MICS,Singing Machine Co. Inc,2023-07-12,2023-06-30,,USD
MICT,MICT,2023-07-20,2023-06-30,0.34,USD
MIDD,Middleby Corp,2023-08-02,2023-06-30,2.35,USD
MIELY,MIELY,2023-08-02,2023-06-30,0.3912,JPY
